individual_id,jar,species,treatment,week,final_length,initial_length,final_width,initial_width
1Or,10,Pacific,7.7A0.2,4,1.12,1.11,0.98,0.8
1Or,13,Olympia,7.7A0.2,4,2.04,1.83,1.53,1.4
1Or,13,Pacific,7.7A0.2,4,1.18,1.17,1.11,1.02
1Or,14,Olympia,7.7C,4,1.47,1.39,1.08,1.11
1Or,14,Pacific,7.7C,4,1.32,1.36,0.83,0.87
1Or,19,Olympia,7.7A0.5,4,1.29,1.23,1.07,1.07
1Or,19,Pacific,7.7A0.5,4,1.06,1.1,0.85,0.86
1Or,21,Olympia,7.7A0.2,4,1.52,1.44,1.19,1.23
1Or,21,Pacific,7.7A0.2,4,1.68,1.01,1.47,0.74
1Or,23,Olympia,8.0A0.2,4,NA,1.27,NA,0.94
1Or,23,Pacific,8.0A0.2,4,NA,1.27,NA,0.75
1Or,31,Olympia,8.0C,4,1.26,1.1,0.95,0.91
1Or,31,Pacific,8.0C,4,1.33,1.33,1.01,0.97
1Or,32,Olympia,7.7C,4,1.51,1.44,1.2,1.06
1Or,32,Pacific,7.7C,4,1.18,1.17,0.98,0.98
1Or,40,Olympia,8.0C,4,1.5,1.44,1.19,1.07
1Or,40,Pacific,8.0C,4,1.13,1.08,0.84,0.82
1Or,44,Olympia,7.7C,4,1.8,1.84,1.28,1.42
1Or,44,Pacific,7.7C,4,1.04,0.95,0.64,0.7
1Or,45,Olympia,7.7A0.5,4,1.86,1.84,1.23,1.21
1Or,45,Pacific,7.7A0.5,4,1.59,1.02,0.9,0.75
1Or,46,Olympia,8.0C,4,1.35,1.31,1.11,1.17
1Or,46,Pacific,8.0C,4,1.11,1.09,0.76,0.74
1Or,49,Olympia,8.0A0.2,4,1.42,1.5,1.01,1.05
1Or,49,Pacific,8.0A0.2,4,1.19,1.08,1.06,0.96
1Or,56,Olympia,7.7A0.5,4,1.21,1.18,1.01,1.03
1Or,56,Pacific,7.7A0.5,4,1.15,0.97,0.8,0.7
1Or,59,Olympia,7.7C,4,1.28,1.47,0.98,0.99
1Or,59,Pacific,7.7C,4,0.92,0.86,0.65,0.66
1Or,62,Olympia,7.7A0.5,4,1.84,1.62,1.16,1.13
1Or,62,Pacific,7.7A0.5,4,0.99,1.04,0.59,0.63
1Or,75,Olympia,7.7C,4,1.73,1.7,1.18,1.7
1Or,75,Pacific,7.7C,4,0.91,0.79,0.63,0.55
1Or,78,Olympia,8.0C,4,1.35,1.46,1.24,1.11
1Or,78,Pacific,8.0C,4,1.39,1.15,0.95,0.91
1Or,80,Olympia,8.0A0.2,4,NA,1.26,NA,1.01
1Or,80,Pacific,8.0A0.2,4,NA,1.26,NA,0.96
1Or,82,Olympia,8.0C,4,1.21,1.31,0.95,0.93
1Or,82,Pacific,8.0C,4,1.08,1.1,0.67,0.69
1Or,83,Olympia,7.7A0.2,4,1.57,1.58,1.22,1.21
1Or,83,Pacific,7.7A0.2,4,1.61,1.35,1.02,1.12
1Or,85,Olympia,7.7A0.5,4,1.42,1.59,1.26,1.27
1Or,85,Pacific,7.7A0.5,4,1.32,1.27,1.08,1.04
1Pk,4,Olympia,8.0A0.2,4,NA,1.04,NA,0.86
1Pk,7,Olympia,8.0A0.2,4,NA,1.77,NA,1.31
1Pk,7,Pacific,8.0A0.2,4,NA,0.92,NA,0.79
1Pk,8,Olympia,7.7A0.2,4,NA,1.22,NA,0.85
1Pk,8,Pacific,7.7A0.2,4,1.56,1.37,0.94,1.01
1Pk,10,Olympia,7.7A0.2,4,1.43,1.41,1.09,0.97
1Pk,10,Pacific,7.7A0.2,4,1.53,1.12,1.29,0.9
1Pk,13,Olympia,7.7A0.2,4,NA,1.55,NA,1.1
1Pk,13,Pacific,7.7A0.2,4,1.08,1.13,0.95,0.88
1Pk,14,Olympia,7.7C,4,1.52,1.5,1.27,1.21
1Pk,14,Pacific,7.7C,4,1.11,1.06,0.85,0.8
1Pk,19,Olympia,7.7A0.5,4,1.6,1.53,1.28,1.11
1Pk,19,Pacific,7.7A0.5,4,1.44,1.39,0.97,1.05
1Pk,21,Olympia,7.7A0.2,4,1.21,1.2,0.95,0.96
1Pk,21,Pacific,7.7A0.2,4,1.17,1.05,0.94,0.81
1Pk,23,Olympia,8.0A0.2,4,NA,1.29,NA,0.94
1Pk,23,Pacific,8.0A0.2,4,NA,1,NA,0.73
1Pk,31,Olympia,8.0C,4,1.17,1.19,0.9,0.92
1Pk,31,Pacific,8.0C,4,1.09,1.1,0.73,0.74
1Pk,32,Olympia,7.7C,4,1.87,1.29,1.7,1.06
1Pk,32,Pacific,7.7C,4,0.93,0.92,0.66,0.49
1Pk,40,Olympia,8.0C,4,1.09,1.09,0.87,0.86
1Pk,40,Pacific,8.0C,4,1.08,0.99,0.84,0.69
1Pk,44,Olympia,7.7C,4,NA,1.73,NA,1.25
1Pk,44,Pacific,7.7C,4,0.93,0.97,0.7,0.7
1Pk,45,Olympia,7.7A0.5,4,2.31,2.26,1.76,1.71
1Pk,45,Pacific,7.7A0.5,4,1.21,1.23,0.95,0.82
1Pk,46,Olympia,8.0C,4,2.56,2.34,1.87,1.68
1Pk,46,Pacific,8.0C,4,NA,1.06,NA,0.77
1Pk,49,Olympia,8.0A0.2,4,1.88,1.82,1.63,1.61
1Pk,56,Olympia,7.7A0.5,4,1.28,1.26,0.98,1.04
1Pk,59,Pacific,7.7C,4,1.29,NA,0.94,NA
1Pu,4,Olympia,8.0A0.2,4,NA,1.4,NA,1
1Pu,7,Olympia,8.0A0.2,4,NA,1.9,NA,1.62
1Pu,7,Pacific,8.0A0.2,4,NA,1.33,NA,0.94
1Pu,8,Olympia,7.7A0.2,4,1.42,1.33,1.38,1.03
1Pu,8,Pacific,7.7A0.2,4,1.65,1.65,1.18,0.99
1Pu,10,Olympia,7.7A0.2,4,1.53,1.48,1.07,1.02
1Pu,10,Pacific,7.7A0.2,4,1.53,1.2,1.01,0.8
1Pu,13,Olympia,7.7A0.2,4,2.03,2.02,1.35,1.23
1Pu,13,Pacific,7.7A0.2,4,1.57,1.07,0.98,0.89
1Pu,14,Olympia,7.7C,4,NA,1.02,NA,0.84
1Pu,14,Pacific,7.7C,4,1,1.04,0.84,0.84
1Pu,19,Olympia,7.7A0.5,4,1.36,1.33,1.05,0.99
1Pu,19,Pacific,7.7A0.5,4,NA,1.34,NA,0.95
1Pu,21,Olympia,7.7A0.2,4,NA,1.14,NA,0.91
1Pu,21,Pacific,7.7A0.2,4,NA,1.17,NA,0.84
1Pu,23,Olympia,8.0A0.2,4,NA,1.33,NA,1.06
1Pu,23,Pacific,8.0A0.2,4,NA,1.06,NA,0.93
1Pu,31,Olympia,8.0C,4,1.17,1.29,0.91,0.96
1Pu,31,Pacific,8.0C,4,NA,1.26,NA,0.85
1Pu,32,Olympia,7.7C,4,1.29,1.26,0.93,0.95
1Pu,32,Pacific,7.7C,4,1.16,1.07,0.77,0.62
1Pu,40,Olympia,8.0C,4,1.44,1.43,0.94,0.94
1Pu,40,Pacific,8.0C,4,1.22,1.14,0.89,0.73
1Pu,44,Olympia,7.7C,4,1.25,1.4,1.13,1.09
1Pu,44,Pacific,7.7C,4,NA,0.93,NA,0.78
1Pu,45,Olympia,7.7A0.5,4,1.82,1.75,1.65,1.53
1Pu,45,Pacific,7.7A0.5,4,1.13,0.98,0.91,0.73
1Pu,46,Olympia,8.0C,4,2.08,1.99,1.52,1.45
1Pu,46,Pacific,8.0C,4,NA,0.75,NA,0.53
1Pu,49,Olympia,8.0A0.2,4,1.55,1.59,1.33,1.32
1Pu,49,Pacific,8.0A0.2,4,1.07,1.06,0.76,0.76
1Pu,56,Olympia,7.7A0.5,4,1.35,1.24,1.01,0.99
1Pu,56,Pacific,7.7A0.5,4,NA,1,NA,0.74
1Pu,59,Olympia,7.7C,4,1.46,1.5,1.17,1.22
1Pu,59,Pacific,7.7C,4,0.99,0.97,0.78,0.75
1Pu,62,Olympia,7.7A0.5,4,1.41,1.37,1.22,1.24
1Pu,62,Pacific,7.7A0.5,4,0.97,0.94,0.89,0.77
1Pu,75,Olympia,7.7C,4,1.6,1.63,1.43,1.63
1Pu,75,Pacific,7.7C,4,0.94,0.93,0.77,0.59
1Pu,78,Olympia,8.0C,4,1.53,1.53,1.28,1.31
1Pu,78,Pacific,8.0C,4,1.09,1.2,1.04,1.06
1Pu,80,Olympia,8.0A0.2,4,NA,1.32,NA,1.06
1Pu,80,Pacific,8.0A0.2,4,NA,1.26,NA,0.75
1Pu,82,Olympia,8.0C,4,NA,1.36,NA,1.13
1Pu,82,Pacific,8.0C,4,1.17,1.22,0.85,0.86
1Pu,83,Olympia,7.7A0.2,4,2.11,1.23,1.53,0.9
1Pu,83,Pacific,7.7A0.2,4,1.63,1.33,1.08,0.88
1Pu,85,Olympia,7.7A0.5,4,1.27,1.26,1.13,1.13
1Pu,85,Pacific,7.7A0.5,4,1.58,1.27,1,1
1Rd,4,Olympia,8.0A0.2,4,NA,0.98,NA,0.85
1Rd,7,Olympia,8.0A0.2,4,NA,1.56,NA,1.15
1Rd,7,Pacific,8.0A0.2,4,NA,1.04,NA,0.72
1Rd,8,Olympia,7.7A0.2,4,NA,1.54,NA,1.24
1Rd,8,Pacific,7.7A0.2,4,1.13,1.05,0.99,0.81
1Rd,10,Olympia,7.7A0.2,4,1.65,1.63,1.22,1.19
1Rd,10,Pacific,7.7A0.2,4,NA,1.16,NA,0.83
1Rd,13,Olympia,7.7A0.2,4,1.88,1.78,1.5,1.41
1Rd,13,Pacific,7.7A0.2,4,1.05,0.98,0.87,0.89
1Rd,14,Olympia,7.7C,4,1.54,1.45,1.36,1.21
1Rd,14,Pacific,7.7C,4,1.47,1.3,1.01,1.01
1Rd,19,Olympia,7.7A0.5,4,1.22,1.2,0.92,0.88
1Rd,19,Pacific,7.7A0.5,4,1.55,1.53,1.18,0.13
1Rd,21,Olympia,7.7A0.2,4,1.69,1.67,1.36,1.31
1Rd,21,Pacific,7.7A0.2,4,1.49,1.25,1.13,0.91
1Rd,23,Olympia,8.0A0.2,4,NA,1.6,NA,1.26
1Rd,23,Pacific,8.0A0.2,4,NA,0.74,NA,0.58
1Rd,31,Olympia,8.0C,4,1.16,1.1,0.88,0.88
1Rd,31,Pacific,8.0C,4,1.38,1.34,1.13,1.11
1Rd,32,Olympia,7.7C,4,1.33,1.31,0.9,0.87
1Rd,32,Pacific,7.7C,4,1.38,1.33,0.86,0.85
1Rd,40,Olympia,8.0C,4,1.1,1.07,0.92,0.91
1Rd,40,Pacific,8.0C,4,1.01,1.03,0.83,0.76
1Rd,44,Olympia,7.7C,4,NA,2.24,NA,1.67
1Rd,44,Pacific,7.7C,4,NA,0.7,NA,0.53
1Rd,45,Olympia,7.7A0.5,4,1.85,1.7,1.49,1.49
1Rd,45,Pacific,7.7A0.5,4,1.11,1.14,0.79,0.77
1Rd,46,Olympia,8.0C,4,1.63,1.62,1.46,1.41
1Rd,46,Pacific,8.0C,4,1.32,1.3,0.86,0.8
1Rd,49,Olympia,8.0A0.2,4,1.59,1.7,1.31,1.44
1Rd,49,Pacific,8.0A0.2,4,1.46,1.43,0.91,0.88
1Rd,56,Olympia,7.7A0.5,4,1.2,1.17,1.06,1
1Rd,56,Pacific,7.7A0.5,4,1.01,0.94,0.71,0.65
1Rd,59,Olympia,7.7C,4,1.4,1.42,1.07,1.05
1Rd,59,Pacific,7.7C,4,NA,1.36,NA,0.78
1Rd,62,Olympia,7.7A0.5,4,1.2,1.21,0.88,0.89
1Rd,62,Pacific,7.7A0.5,4,0.88,0.89,0.62,0.63
1Rd,75,Olympia,7.7C,4,1.69,1.69,1.26,1.69
1Rd,75,Pacific,7.7C,4,1.02,1.07,0.77,0.74
1Rd,78,Olympia,8.0C,4,1.49,1.52,1.01,1.19
1Rd,78,Pacific,8.0C,4,1.04,1.16,1.09,0.84
1Rd,80,Olympia,8.0A0.2,4,NA,1.63,NA,1.2
1Rd,82,Olympia,8.0C,4,NA,1.14,NA,0.85
1Rd,82,Pacific,8.0C,4,NA,1.12,NA,0.67
1Rd,83,Olympia,7.7A0.2,4,1.82,1.8,1.35,1.2
1Rd,83,Pacific,7.7A0.2,4,1.35,1.29,1.11,1.14
1Rd,85,Olympia,7.7A0.5,4,NA,1.29,NA,1.54
1Rd,85,Pacific,7.7A0.5,4,NA,1.26,NA,0.97
1Si,56,Pacific,7.7A0.5,4,1.26,1.03,0.86,0.81
1Si,59,Olympia,7.7C,4,NA,1.17,NA,0.93
1Si,59,Pacific,7.7C,4,NA,0.94,NA,0.75
1Si,62,Olympia,7.7A0.5,4,NA,1.75,NA,1.4
1Si,62,Pacific,7.7A0.5,4,0.92,1.1,0.75,0.89
1Si,75,Olympia,7.7C,4,1.39,1.41,1.2,1.41
1Si,75,Pacific,7.7C,4,1.19,0.9,0.77,0.6
1Si,78,Olympia,8.0C,4,NA,1.85,NA,1.57
1Si,78,Pacific,8.0C,4,NA,1.12,NA,0.9
1Si,80,Pacific,8.0A0.2,4,NA,1.12,NA,0.9
1Si,82,Olympia,8.0C,4,NA,1.17,NA,0.95
1Si,82,Pacific,8.0C,4,NA,1.14,NA,0.82
1Si,83,Olympia,7.7A0.2,4,1.93,1.76,1.42,1.38
1Si,83,Pacific,7.7A0.2,4,NA,1.42,NA,1.14
1Si,85,Olympia,7.7A0.5,4,1.35,1.37,0.99,0.98
1Si,85,Pacific,7.7A0.5,4,NA,1.17,NA,0.98
1Wh,4,Olympia,8.0A0.2,4,NA,1.91,NA,1.51
1Wh,7,Olympia,8.0A0.2,4,NA,1.74,NA,1.32
1Wh,7,Pacific,8.0A0.2,4,NA,1.06,NA,0.82
1Wh,8,Olympia,7.7A0.2,4,1.72,1.49,1.29,1.76
1Wh,8,Pacific,7.7A0.2,4,NA,1.3,NA,0.99
1Wh,10,Olympia,7.7A0.2,4,1.5,1.48,1.18,1.12
1Wh,10,Pacific,7.7A0.2,4,1.2,1.12,0.8,0.82
1Wh,13,Olympia,7.7A0.2,4,1.8,1.77,1.52,1.44
1Wh,13,Pacific,7.7A0.2,4,1.06,0.97,0.84,0.81
1Wh,14,Olympia,7.7C,4,1.21,1.19,0.99,1.01
1Wh,14,Pacific,7.7C,4,1.46,1.4,1.36,1.27
1Wh,19,Olympia,7.7A0.5,4,1.05,1.08,0.79,0.78
1Wh,19,Pacific,7.7A0.5,4,1.46,1.46,0.98,1.03
1Wh,21,Olympia,7.7A0.2,4,1.88,1.85,1.57,1.75
1Wh,21,Pacific,7.7A0.2,4,NA,1.1,NA,0.88
1Wh,23,Olympia,8.0A0.2,4,NA,1.31,NA,0.98
1Wh,23,Pacific,8.0A0.2,4,NA,0.92,NA,0.53
1Wh,31,Olympia,8.0C,4,NA,1.71,NA,1.41
1Wh,31,Pacific,8.0C,4,NA,1.13,NA,0.82
1Wh,32,Olympia,7.7C,4,1.21,1.23,0.92,0.93
1Wh,32,Pacific,7.7C,4,1.25,1.18,0.88,0.89
1Wh,40,Olympia,8.0C,4,1.58,1.46,1.22,1.08
1Wh,40,Pacific,8.0C,4,1.02,1.02,0.64,0.63
1Wh,44,Olympia,7.7C,4,2.02,1.96,1.35,1.29
1Wh,44,Pacific,7.7C,4,0.79,0.82,0.55,0.59
1Wh,45,Olympia,7.7A0.5,4,1.32,1.26,1.12,1.17
1Wh,45,Pacific,7.7A0.5,4,1.23,1.2,0.87,0.87
1Wh,46,Olympia,8.0C,4,1.8,1.71,1.14,1.13
1Wh,46,Pacific,8.0C,4,NA,0.95,NA,0.89
1Wh,49,Olympia,8.0A0.2,4,1.48,1.09,1.12,0.87
1Wh,49,Pacific,8.0A0.2,4,NA,1.19,NA,0.89
1Wh,56,Olympia,7.7A0.5,4,1.42,1.43,1.2,1.23
1Wh,56,Pacific,7.7A0.5,4,1.22,1.19,1.12,0.92
1Wh,59,Olympia,7.7C,4,1.16,1.23,0.93,1.03
1Wh,59,Pacific,7.7C,4,NA,1.34,NA,0.93
1Wh,62,Olympia,7.7A0.5,4,1.93,1.98,1.47,1.29
1Wh,62,Pacific,7.7A0.5,4,0.78,0.67,0.52,0.44
1Wh,75,Olympia,7.7C,4,1.34,1.31,1.11,1.31
1Wh,75,Pacific,7.7C,4,0.8,0.84,0.57,0.61
1Wh,78,Olympia,8.0C,4,1.63,1.61,1.48,1.35
1Wh,78,Pacific,8.0C,4,1.39,1.43,0.94,1.09
1Wh,80,Olympia,8.0A0.2,4,NA,1.99,NA,1.87
1Wh,80,Pacific,8.0A0.2,4,NA,1.26,NA,0.79
1Wh,82,Olympia,8.0C,4,NA,1.02,NA,0.87
1Wh,82,Pacific,8.0C,4,NA,0.96,NA,0.87
1Wh,83,Olympia,7.7A0.2,4,1.5,0.93,1.31,0.71
1Wh,83,Pacific,7.7A0.2,4,1.67,1.64,1.12,0.99
1Wh,85,Olympia,7.7A0.5,4,1.47,1.46,1.01,1.01
1Wh,85,Pacific,7.7A0.5,4,1.57,1.44,1.05,1.03
2Bk,4,Olympia,8.0A0.2,4,NA,1.8,NA,1.47
2Bk,7,Olympia,8.0A0.2,4,NA,2.2,NA,1.73
2Bk,7,Pacific,8.0A0.2,4,NA,1.02,NA,0.77
2Bk,8,Olympia,7.7A0.2,4,NA,1.49,NA,1.13
2Bk,8,Pacific,7.7A0.2,4,1.09,1.08,0.68,0.7
2Bk,10,Olympia,7.7A0.2,4,1.98,NA,1.67,NA
2Bk,10,Pacific,7.7A0.2,4,1.44,1.38,1.18,1.13
2Bk,13,Olympia,7.7A0.2,4,1.83,1.74,1.38,1.27
2Bk,13,Pacific,7.7A0.2,4,1.37,1.32,0.9,0.86
2Bk,14,Olympia,7.7C,4,1.42,1.31,1.05,1.01
2Bk,14,Pacific,7.7C,4,2.06,1.7,1.3,1.18
2Bk,19,Olympia,7.7A0.5,4,NA,1.57,NA,1.25
2Bk,19,Pacific,7.7A0.5,4,1.67,1.71,1.1,1.09
2Bk,21,Olympia,7.7A0.2,4,1.56,1.53,1.22,1.2
2Bk,21,Pacific,7.7A0.2,4,1.42,1.5,1.28,1.25
2Bk,23,Olympia,8.0A0.2,4,NA,1.5,NA,1.12
2Bk,23,Pacific,8.0A0.2,4,NA,1.32,NA,0.8
2Bk,31,Olympia,8.0C,4,NA,1.73,NA,1.27
2Bk,31,Pacific,8.0C,4,1.37,1.34,1.04,1.03
2Bk,32,Olympia,7.7C,4,1.09,1.16,0.95,0.96
2Bk,32,Pacific,7.7C,4,1.62,1.59,1.16,1.03
2Bk,40,Olympia,8.0C,4,1.64,1.46,1.39,1.11
2Bk,40,Pacific,8.0C,4,1.93,1.39,1.22,0.96
2Bk,44,Olympia,7.7C,4,1.53,1.46,1.12,1.03
2Bk,44,Pacific,7.7C,4,1.81,1.79,1.14,1.02
2Bk,45,Olympia,7.7A0.5,4,1.67,1.59,1.23,1.16
2Bk,46,Olympia,8.0C,4,NA,1.5,NA,1.2
2Bk,46,Pacific,8.0C,4,NA,1.33,NA,0.95
2Bk,49,Olympia,8.0A0.2,4,NA,1.51,NA,1.18
2Bk,56,Olympia,7.7A0.5,4,1.23,1.25,1.04,1.06
2Bl,4,Olympia,8.0A0.2,4,NA,1.7,NA,1.19
2Bl,7,Olympia,8.0A0.2,4,NA,1.85,NA,1.57
2Bl,7,Pacific,8.0A0.2,4,NA,1.43,NA,1.27
2Bl,8,Olympia,7.7A0.2,4,1.47,1.49,0.98,0.97
2Bl,8,Pacific,7.7A0.2,4,1.49,1.36,0.79,0.75
2Bl,10,Olympia,7.7A0.2,4,1.62,1.59,1.18,1.07
2Bl,10,Pacific,7.7A0.2,4,1.53,1.37,1.47,1.15
2Bl,13,Olympia,7.7A0.2,4,NA,1.52,NA,1.16
2Bl,13,Pacific,7.7A0.2,4,1.83,1.13,1.28,0.99
2Bl,14,Olympia,7.7C,4,NA,1.32,NA,1.09
2Bl,14,Pacific,7.7C,4,1.38,1.28,1.07,0.97
2Bl,19,Olympia,7.7A0.5,4,NA,1.51,NA,1.19
2Bl,19,Pacific,7.7A0.5,4,1.57,1.56,1.32,1.05
2Bl,21,Olympia,7.7A0.2,4,1.18,1.2,1.14,1.17
2Bl,21,Pacific,7.7A0.2,4,NA,1.26,NA,0.69
2Bl,23,Olympia,8.0A0.2,4,NA,1.57,NA,1.15
2Bl,23,Pacific,8.0A0.2,4,NA,1.47,NA,0.91
2Bl,31,Olympia,8.0C,4,1.41,1.38,1.08,1.1
2Bl,31,Pacific,8.0C,4,NA,1.28,NA,0.97
2Bl,32,Olympia,7.7C,4,1.37,1.37,1.08,1.1
2Bl,32,Pacific,7.7C,4,1.11,1.11,0.92,1.07
2Bl,40,Olympia,8.0C,4,1.98,1.89,1.41,1.34
2Bl,40,Pacific,8.0C,4,1.15,1.14,1.1,1.04
2Bl,44,Olympia,7.7C,4,1.88,1.79,1.38,1.3
2Bl,44,Pacific,7.7C,4,1.21,1.19,0.87,0.9
2Bl,45,Olympia,7.7A0.5,4,1.33,1.34,1.02,1.1
2Bl,45,Pacific,7.7A0.5,4,1.25,1.33,0.91,1.32
2Bl,46,Olympia,8.0C,4,1.54,1.49,1.28,1.24
2Bl,46,Pacific,8.0C,4,1.33,1.32,0.8,0.72
2Bl,49,Olympia,8.0A0.2,4,1.43,1.52,1.07,1.08
2Bl,49,Pacific,8.0A0.2,4,1.4,1.35,0.98,0.98
2Bl,56,Olympia,7.7A0.5,4,1.81,1.8,1.44,1.45
2Bl,56,Pacific,7.7A0.5,4,1.61,1.2,1.44,0.97
2Bl,59,Olympia,7.7C,4,1.42,1.38,1.12,1.16
2Bl,59,Pacific,7.7C,4,1.25,1.22,0.83,0.82
2Bl,62,Olympia,7.7A0.5,4,1.42,1.35,1.01,1.09
2Bl,62,Pacific,7.7A0.5,4,NA,1.26,NA,0.79
2Bl,75,Olympia,7.7C,4,1.59,1.59,1.27,1.59
2Bl,75,Pacific,7.7C,4,1.2,1.75,0.79,1.04
2Bl,78,Olympia,8.0C,4,1.89,1.54,1.54,1.26
2Bl,78,Pacific,8.0C,4,1.44,1.49,1.05,1.15
2Bl,80,Olympia,8.0A0.2,4,NA,1.1,NA,1.24
2Bl,82,Olympia,8.0C,4,0.91,1.7,0.72,1.09
2Bl,83,Olympia,7.7A0.2,4,2.2,2.21,1.74,1.77
2Bl,83,Pacific,7.7A0.2,4,NA,1.66,NA,1.04
2Bl,85,Olympia,7.7A0.5,4,1.43,1.43,1.12,1.14
2Bl,85,Pacific,7.7A0.5,4,1.55,1.41,1.08,1.18
2Gr,4,Olympia,8.0A0.2,4,NA,1.99,NA,1.51
2Gr,7,Olympia,8.0A0.2,4,NA,1.33,NA,1.22
2Gr,7,Pacific,8.0A0.2,4,NA,1.57,NA,1.05
2Gr,8,Olympia,7.7A0.2,4,1.58,1.52,1.18,1.17
2Gr,8,Pacific,7.7A0.2,4,1.63,1.67,1.16,1.14
2Gr,10,Olympia,7.7A0.2,4,1.8,1.73,1.31,1.2
2Gr,10,Pacific,7.7A0.2,4,1.61,1.54,1.35,1.1
2Gr,13,Olympia,7.7A0.2,4,1.92,1.75,1.72,1.47
2Gr,13,Pacific,7.7A0.2,4,NA,1.4,NA,1
2Gr,14,Olympia,7.7C,4,1.84,1.78,1.39,1.26
2Gr,14,Pacific,7.7C,4,1.45,1.49,0.9,0.88
2Gr,19,Olympia,7.7A0.5,4,NA,1.61,NA,1.17
2Gr,19,Pacific,7.7A0.5,4,1.36,1.39,1,0.96
2Gr,21,Olympia,7.7A0.2,4,1.48,1.46,1.06,1.08
2Gr,21,Pacific,7.7A0.2,4,1.34,1.4,0.86,0.92
2Gr,23,Olympia,8.0A0.2,4,NA,1.5,NA,1.16
2Gr,23,Pacific,8.0A0.2,4,NA,1.39,NA,0.77
2Gr,31,Olympia,8.0C,4,1.07,1.12,0.77,0.79
2Gr,31,Pacific,8.0C,4,1.04,1.19,0.75,0.78
2Gr,32,Olympia,7.7C,4,1.27,1.25,1.03,1.06
2Gr,32,Pacific,7.7C,4,1.62,1.57,0.79,0.82
2Gr,40,Olympia,8.0C,4,1.34,1.32,1.05,1.09
2Gr,40,Pacific,8.0C,4,1.55,1.48,0.94,0.93
2Gr,44,Olympia,7.7C,4,1.63,1.82,1.23,1.36
2Gr,44,Pacific,7.7C,4,1.36,1.37,1.33,1.14
2Gr,45,Olympia,7.7A0.5,4,1.57,1.53,1.08,1.13
2Gr,45,Pacific,7.7A0.5,4,1.38,1.31,1,0.99
2Gr,46,Olympia,8.0C,4,2.66,2.6,1.82,1.71
2Gr,46,Pacific,8.0C,4,1.3,1.26,0.88,0.86
2Gr,49,Olympia,8.0A0.2,4,NA,1.66,NA,1.3
2Gr,49,Pacific,8.0A0.2,4,1.68,1.4,1.36,1.09
2Gr,56,Olympia,7.7A0.5,4,1.46,1.56,1.14,1.06
2Gr,56,Pacific,7.7A0.5,4,NA,1.51,NA,0.87
2Gr,59,Olympia,7.7C,4,1.75,1.65,1.23,1.23
2Gr,59,Pacific,7.7C,4,1.41,1.34,0.95,0.93
2Gr,62,Olympia,7.7A0.5,4,1.7,1.66,1.23,1.23
2Gr,62,Pacific,7.7A0.5,4,1.3,1.25,1.04,1.06
2Gr,75,Olympia,7.7C,4,1.55,1.5,1.35,1.5
2Gr,75,Pacific,7.7C,4,1.32,1.23,0.91,0.83
2Gr,78,Olympia,8.0C,4,1.54,1.63,1.17,1.25
2Gr,78,Pacific,8.0C,4,1.45,1.54,0.88,0.87
2Gr,80,Olympia,8.0A0.2,4,NA,1.66,NA,1.4
2Gr,80,Pacific,8.0A0.2,4,NA,1.02,NA,1.18
2Gr,82,Olympia,8.0C,4,NA,1.05,NA,0.9
2Gr,82,Pacific,8.0C,4,NA,1.45,NA,1.01
2Gr,83,Olympia,7.7A0.2,4,2.2,1.99,1.44,1.4
2Gr,83,Pacific,7.7A0.2,4,NA,1.13,NA,1.54
2Gr,85,Olympia,7.7A0.5,4,1.59,1.62,1.25,1.27
2Gr,85,Pacific,7.7A0.5,4,1.5,1.57,1.13,0.95
2Or,4,Olympia,8.0A0.2,4,NA,1.19,NA,0.9
2Or,7,Olympia,8.0A0.2,4,NA,1.64,NA,1.18
2Or,7,Pacific,8.0A0.2,4,NA,1.54,NA,1.12
2Or,8,Olympia,7.7A0.2,4,1.45,1.47,1.18,1.19
2Or,8,Pacific,7.7A0.2,4,1.23,1.11,1.14,0.91
2Or,10,Olympia,7.7A0.2,4,2.08,2.04,1.69,1.6
2Or,10,Pacific,7.7A0.2,4,1.32,1.45,1.01,1.01
2Or,13,Olympia,7.7A0.2,4,1.59,1.52,1.24,1.15
2Or,13,Pacific,7.7A0.2,4,1.24,1.14,1.2,1.17
2Or,14,Olympia,7.7C,4,1.89,1.87,1.47,1.51
2Or,14,Pacific,7.7C,4,1.53,1.72,0.89,1.3
2Or,19,Olympia,7.7A0.5,4,1.4,1.77,1.13,1.5
2Or,19,Pacific,7.7A0.5,4,1.48,1.35,1.02,0.85
2Or,21,Olympia,7.7A0.2,4,1.86,1.78,1.4,1.31
2Or,21,Pacific,7.7A0.2,4,NA,1.71,NA,1.39
2Or,23,Olympia,8.0A0.2,4,NA,1.1,NA,1.46
2Or,23,Pacific,8.0A0.2,4,NA,1.77,NA,1.25
2Or,31,Olympia,8.0C,4,1.24,1.23,0.99,1.01
2Or,31,Pacific,8.0C,4,1.53,1.35,1.05,0.99
2Or,32,Olympia,7.7C,4,1.53,1.51,1.07,0.96
2Or,32,Pacific,7.7C,4,1.71,1.56,1.28,1.17
2Or,40,Olympia,8.0C,4,1.52,1.54,1.21,1.19
2Or,40,Pacific,8.0C,4,1.18,1.4,0.96,1.15
2Or,44,Olympia,7.7C,4,NA,2.15,NA,1.79
2Or,44,Pacific,7.7C,4,1.56,1.59,1.09,1.11
2Or,45,Olympia,7.7A0.5,4,1.21,1.21,0.88,0.8
