image_id,individual_id,initial/final,jar,length_cm,length_pixels,pixels_per_cm,replicate,species,treatment,week,width_cm,width_pixels
2019_08_08_0048,3Pk,final,38,1.64,123.41,75.15151515,5,Pacific,8.0C,2,1.15,86.45
2019_08_08_0048,2Bl,final,38,1.45,108.67,75.15151515,5,Pacific,8.0C,2,0.94,70.83
2019_08_08_0048,1Pk,final,38,1.22,92.05,75.15151515,5,Pacific,8.0C,2,0.87,65.34
2019_08_08_0048,2Pu,final,38,1.24,93.17,75.15151515,5,Pacific,8.0C,2,0.93,69.87
2019_08_08_0048,1Pu,final,38,1.1,82.71,75.15151515,5,Pacific,8.0C,2,0.77,57.72
2019_08_08_0048,1Bl,final,38,0.99,74.73,75.15151515,5,Pacific,8.0C,2,0.91,68.41
2019_08_08_0048,2Gr,final,38,1.3,97.72,75.15151515,5,Pacific,8.0C,2,0.88,65.79
2019_08_08_0048,1Bk,final,38,1.37,102.77,75.15151515,5,Pacific,8.0C,2,1.14,85.87
2019_08_08_0048,3Bl,final,38,1.84,137.93,75.15151515,5,Pacific,8.0C,2,1.12,84.17
2019_08_08_0048,1Wh,final,38,1.6,120.07,75.15151515,5,Pacific,8.0C,2,1.27,95.8
2019_08_08_0048,2Bk,final,38,2.05,153.72,75.15151515,5,Pacific,8.0C,2,1.12,84.31
2019_08_08_0048,2Wh,final,38,1.57,118.19,75.15151515,5,Pacific,8.0C,2,1.12,83.98
2019_08_08_0048,1Rd,final,38,1.69,127.08,75.15151515,5,Pacific,8.0C,2,1.23,92.57
2019_08_08_0048,2Pk,final,38,1.55,116.84,75.15151515,5,Pacific,8.0C,2,1.12,84.05
2019_08_08_0048,1Or,final,38,1.4,105,75.15151515,5,Pacific,8.0C,2,1.05,78.64
IMG_9824,1Bk,initial,6,1.74,147.74,85,3,Olympia,7.7C,2,1.58,134.25
IMG_9824,1Bl,initial,6,1.17,99.46,85,3,Olympia,7.7C,2,0.9,76.16
IMG_9824,1Gr,initial,6,1.14,96.76,85,3,Olympia,7.7C,2,0.97,82.39
IMG_9824,1Or,initial,6,1.81,153.78,85,3,Olympia,7.7C,2,1.76,149.35
IMG_9824,1Pk,initial,6,1.17,99.81,85,3,Olympia,7.7C,2,1.04,88.02
IMG_9824,1Pu,initial,6,1.11,94.68,85,3,Olympia,7.7C,2,0.85,72.24
IMG_9824,1Rd,initial,6,1.85,157.58,85,3,Olympia,7.7C,2,1.44,122.39
IMG_9824,1Wh,initial,6,1.95,165.39,85,3,Olympia,7.7C,2,1.65,140.28
IMG_9824,2Bk,initial,6,2.37,201.35,85,3,Olympia,7.7C,2,1.73,147.28
IMG_9824,2Bl,initial,6,1.18,100.45,85,3,Olympia,7.7C,2,1.15,98.04
IMG_9824,2Gr,initial,6,1.96,166.99,85,3,Olympia,7.7C,2,1.53,130.42
IMG_9824,2Or,initial,6,1.93,164.12,85,3,Olympia,7.7C,2,1.14,97.03
IMG_9824,2Pk,initial,6,1.44,122.68,85,3,Olympia,7.7C,2,1.18,100.32
IMG_9824,2Pu,initial,6,1.46,124.25,85,3,Olympia,7.7C,2,1.06,90.19
IMG_9824,2Rd,initial,6,1.98,167.92,85,3,Olympia,7.7C,2,1.19,101.1
IMG_9824,2Wh,initial,6,1.72,146.44,85,3,Olympia,7.7C,2,1.44,122.21
IMG_9824,3Bl,initial,6,1.9,161.2,85,3,Olympia,7.7C,2,1.59,135.55
IMG_9824,3Gr,initial,6,2.13,181.42,85,3,Olympia,7.7C,2,1.68,143.06
IMG_9824,3Pk,initial,6,1.91,162.63,85,3,Olympia,7.7C,2,1.6,135.86
IMG_9824,3Pu,initial,6,1.89,160.38,85,3,Olympia,7.7C,2,1.2,102.42
2019_08_08_0060,1Bk,final,22,0.95,74.79,78.78787879,1,Pacific,8.0C,2,0.73,57.25
2019_08_08_0060,1Bl,final,22,0.98,77.23,78.78787879,1,Pacific,8.0C,2,0.72,56.44
2019_08_08_0060,1Gr,final,22,0.97,76.56,78.78787879,1,Pacific,8.0C,2,0.84,66.19
2019_08_08_0060,1Or,final,22,1.11,87.09,78.78787879,1,Pacific,8.0C,2,0.74,58.24
2019_08_08_0060,1Pk,final,22,1.14,90.09,78.78787879,1,Pacific,8.0C,2,0.66,52
2019_08_08_0060,1Pu,final,22,0.94,73.78,78.78787879,1,Pacific,8.0C,2,0.66,51.62
2019_08_08_0060,1Rd,final,22,1.18,92.96,78.78787879,1,Pacific,8.0C,2,0.82,64.88
2019_08_08_0060,2Bk,final,22,1.44,113.16,78.78787879,1,Pacific,8.0C,2,1.05,82.98
2019_08_08_0060,3Bl,final,22,1.66,131.05,78.78787879,1,Pacific,8.0C,2,1.45,114.61
2019_08_08_0060,2Bl,final,22,1.25,98.39,78.78787879,1,Pacific,8.0C,2,0.9,71.2
2019_08_08_0060,2Or,final,22,1.62,127.44,78.78787879,1,Pacific,8.0C,2,1.15,90.8
2019_08_08_0060,2Pk,final,22,1.63,128.04,78.78787879,1,Pacific,8.0C,2,1.22,96.26
2019_08_08_0060,2Pu,final,22,1.49,117.39,78.78787879,1,Pacific,8.0C,2,1.1,86.7
2019_08_08_0060,2Rd,final,22,1.94,152.59,78.78787879,1,Pacific,8.0C,2,1.28,101.12
2019_08_08_0060,3Gr,final,22,1.44,113.37,78.78787879,1,Pacific,8.0C,2,0.97,76.54
2019_08_08_0060,3Pk,final,22,1.77,139.61,78.78787879,1,Pacific,8.0C,2,1.26,99.3
2019_08_08_0060,3Pu,final,22,1.88,148.22,78.78787879,1,Pacific,8.0C,2,1.34,105.65
2019_08_08_0060,1Wh,final,22,1.01,79.65,78.78787879,1,Pacific,8.0C,2,0.81,63.81
IMG_9817,1Bk,initial,2,1.87,148,79.33333333,4,Olympia,8.0C,2,1.52,120.9
IMG_9817,1Bl,initial,2,1.35,107.38,79.33333333,4,Olympia,8.0C,2,0.99,78.24
IMG_9817,1Gr,initial,2,1.3,103.12,79.33333333,4,Olympia,8.0C,2,1.03,82.01
IMG_9817,1Or,initial,2,1.79,141.74,79.33333333,4,Olympia,8.0C,2,1.6,127.09
IMG_9817,1Pk,initial,2,0.97,76.66,79.33333333,4,Olympia,8.0C,2,0.83,65.62
IMG_9817,1Rd,initial,2,1.11,87.86,79.33333333,4,Olympia,8.0C,2,0.91,72.28
IMG_9817,1Wh,initial,2,1.47,116.48,79.33333333,4,Olympia,8.0C,2,1.35,107.28
IMG_9817,2Bk,initial,2,2.29,181.3,79.33333333,4,Olympia,8.0C,2,1.85,146.49
IMG_9817,2Bl,initial,2,1.57,124.4,79.33333333,4,Olympia,8.0C,2,1.15,91.53
IMG_9817,2Gr,initial,2,2.05,162.35,79.33333333,4,Olympia,8.0C,2,1.68,133.42
IMG_9817,2Or,initial,2,2.21,175.6,79.33333333,4,Olympia,8.0C,2,1.61,127.64
IMG_9817,2Pk,initial,2,1.52,120.22,79.33333333,4,Olympia,8.0C,2,1.2,95.04
IMG_9817,2Pu,initial,2,1.55,122.77,79.33333333,4,Olympia,8.0C,2,1.32,105.1
IMG_9817,2Rd,initial,2,1.76,139.84,79.33333333,4,Olympia,8.0C,2,1.5,119.1
IMG_9817,2Wh,initial,2,1.47,116.69,79.33333333,4,Olympia,8.0C,2,0.89,70.43
IMG_9817,3Bl,initial,2,1.89,149.93,79.33333333,4,Olympia,8.0C,2,1.4,111.02
IMG_9817,3Gr,initial,2,2.06,163.03,79.33333333,4,Olympia,8.0C,2,1.48,117.59
IMG_9817,3Pk,initial,2,1.75,138.71,79.33333333,4,Olympia,8.0C,2,1.41,112.11
IMG_9817,3Pu,initial,2,1.77,140.62,79.33333333,4,Olympia,8.0C,2,1.38,109.29
IMG_9817,1Pu,initial,2,,,,4,Olympia,8.0C,2,,
2019_08_08_0072,2Wh,final,2,1.41,114.59,81.02,4,Olympia,8.0C,2,1.21,97.71
2019_08_08_0072,2Gr,final,2,2.11,170.6,81.02,4,Olympia,8.0C,2,1.61,130.36
2019_08_08_0072,3Pk,final,2,1.8,145.96,81.02,4,Olympia,8.0C,2,1.27,103.25
2019_08_08_0072,3Pu,final,2,1.64,133.12,81.02,4,Olympia,8.0C,2,1.41,114.56
2019_08_08_0072,1Pu,final,2,1.24,100.66,81.02,4,Olympia,8.0C,2,0.88,71.39
2019_08_08_0072,2Pk,final,2,1.47,119.05,81.02,4,Olympia,8.0C,2,1.19,96.54
2019_08_08_0072,2Bl,final,2,1.61,130.5,81.02,4,Olympia,8.0C,2,1.07,86.33
2019_08_08_0072,1Or,final,2,1.78,144.5,81.02,4,Olympia,8.0C,2,1.55,125.88
2019_08_08_0072,1Bl,final,2,1.34,108.17,81.02,4,Olympia,8.0C,2,0.93,75.5
2019_08_08_0072,2Pu,final,2,1.52,123.46,81.02,4,Olympia,8.0C,2,1.32,106.67
2019_08_08_0072,1Rd,final,2,1.08,87.13,81.02,4,Olympia,8.0C,2,0.9,73.25
2019_08_08_0072,1Bk,final,2,1.88,152.59,81.02,4,Olympia,8.0C,2,1.59,128.79
2019_08_08_0072,1Wh,final,2,1.48,119.78,81.02,4,Olympia,8.0C,2,1.43,115.59
2019_08_08_0072,3Gr,final,2,2.06,167.2,81.02,4,Olympia,8.0C,2,1.64,133.14
2019_08_08_0072,3Bl,final,2,1.87,151.17,81.02,4,Olympia,8.0C,2,1.34,108.56
2019_08_08_0072,2Rd,final,2,1.67,135.48,81.02,4,Olympia,8.0C,2,1.41,114.28
2019_08_08_0072,1Pk,final,2,0.96,77.9,81.02,4,Olympia,8.0C,2,0.8,64.82
2019_08_08_0072,1Gr,final,2,1.27,102.83,81.02,4,Olympia,8.0C,2,0.97,78.6
2019_08_08_0084,1Bk,final,6,1.87,154.92,83.02,3,Olympia,7.7C,2,1.59,132.23
2019_08_08_0084,1Bl,final,6,1.17,97.42,83.02,3,Olympia,7.7C,2,0.85,70.21
2019_08_08_0084,1Gr,final,6,1.1,91.35,83.02,3,Olympia,7.7C,2,0.98,81.32
2019_08_08_0084,1Or,final,6,1.89,156.63,83.02,3,Olympia,7.7C,2,1.61,133.41
2019_08_08_0084,1Pk,final,6,1.06,87.93,83.02,3,Olympia,7.7C,2,1.03,85.44
2019_08_08_0084,1Pu,final,6,1.09,90.25,83.02,3,Olympia,7.7C,2,0.86,71.51
2019_08_08_0084,1Wh,final,6,1.95,161.61,83.02,3,Olympia,7.7C,2,1.47,122.07
2019_08_08_0084,2Bk,final,6,2.36,195.73,83.02,3,Olympia,7.7C,2,1.66,137.91
2019_08_08_0084,2Bl,final,6,1.3,108.3,83.02,3,Olympia,7.7C,2,1.16,96.65
2019_08_08_0084,2Gr,final,6,1.95,162.08,83.02,3,Olympia,7.7C,2,1.38,114.28
2019_08_08_0084,2Or,final,6,1.86,154.12,83.02,3,Olympia,7.7C,2,1.31,109.04
2019_08_08_0084,2Pk,final,6,1.48,123.2,83.02,3,Olympia,7.7C,2,1.18,97.74
2019_08_08_0084,2Pu,final,6,1.43,119.02,83.02,3,Olympia,7.7C,2,1.04,86.15
2019_08_08_0084,2Rd,final,6,1.95,162.25,83.02,3,Olympia,7.7C,2,1.21,100.69
2019_08_08_0084,2Wh,final,6,1.89,157.17,83.02,3,Olympia,7.7C,2,1.4,115.85
2019_08_08_0084,3Gr,final,6,2.14,178.04,83.02,3,Olympia,7.7C,2,1.72,143
2019_08_08_0084,3Pk,final,6,1.89,156.7,83.02,3,Olympia,7.7C,2,1.47,121.81
2019_08_08_0084,3Pu,final,6,1.76,146.03,83.02,3,Olympia,7.7C,2,1.22,101.04
2019_08_08_0088,1Gr,final,61,1.06,86.7,81.81818182,1,Pacific,7.7A0.5,2,0.79,64.63
2019_08_08_0088,1Or,final,61,1.02,83.22,81.81818182,1,Pacific,7.7A0.5,2,0.78,63.56
2019_08_08_0088,1Pu,final,61,1.18,96.65,81.81818182,1,Pacific,7.7A0.5,2,0.83,67.54
2019_08_08_0088,1Rd,final,61,0.94,76.61,81.81818182,1,Pacific,7.7A0.5,2,0.64,52.01
2019_08_08_0088,1Si,final,61,1.11,91.05,81.81818182,1,Pacific,7.7A0.5,2,0.97,79.06
2019_08_08_0088,1Wh,final,61,1.18,96.45,81.81818182,1,Pacific,7.7A0.5,2,0.91,74.4
2019_08_08_0088,2Bl,final,61,1.33,108.85,81.81818182,1,Pacific,7.7A0.5,2,0.99,80.62
2019_08_08_0088,2Gr,final,61,1.43,117.11,81.81818182,1,Pacific,7.7A0.5,2,0.98,80.22
2019_08_08_0088,2Or,final,61,1.16,94.64,81.81818182,1,Pacific,7.7A0.5,2,0.92,75.11
2019_08_08_0088,2Pu,final,61,1.15,94.43,81.81818182,1,Pacific,7.7A0.5,2,0.83,68.18
2019_08_08_0088,2Rd,final,61,1,81.79,81.81818182,1,Pacific,7.7A0.5,2,0.89,72.84
2019_08_08_0088,2Wh,final,61,1.24,101.18,81.81818182,1,Pacific,7.7A0.5,2,0.8,65.49
2019_08_08_0088,3Bl,final,61,2.01,164.76,81.81818182,1,Pacific,7.7A0.5,2,1.19,97.49
2019_08_08_0088,3Gr,final,61,2.06,168.67,81.81818182,1,Pacific,7.7A0.5,2,1.67,136.45
2019_08_08_0088,3Pu,final,61,1.91,156.58,81.81818182,1,Pacific,7.7A0.5,2,1.37,112.06
2019_08_08_0088,3Si,final,61,1.95,159.4,81.81818182,1,Pacific,7.7A0.5,2,1.48,120.95
2019_08_08_0088,1Gr,final,61,1.01,82.57,81.81818182,1,Pacific,7.7A0.5,2,0.66,54.12
2019_08_08_0088,1Bl,final,61,1.12,91.61,81.81818182,1,Pacific,7.7A0.5,2,0.9,73.25
2019_08_08_0050,1Bl,final,38,1.27,97.74,77,,Olympia,8.0C,2,1.03,79.12
2019_08_08_0050,3Pk,final,38,1.84,142,77,,Olympia,8.0C,2,1.2,92.7
2019_08_08_0050,1Gr,final,38,1.29,99.05,77,,Olympia,8.0C,2,1.07,82.39
2019_08_08_0050,2Pu,final,38,1.29,98.95,77,,Olympia,8.0C,2,0.99,76.4
2019_08_08_0050,1Or,final,38,1.43,110.39,77,,Olympia,8.0C,2,0.97,75.07
2019_08_08_0050,1Pu,final,38,1.07,82.46,77,,Olympia,8.0C,2,0.84,64.94
2019_08_08_0050,2Pk,final,38,1.49,114.59,77,,Olympia,8.0C,2,1.25,96.43
2019_08_08_0050,2Rd,final,38,1.17,90.08,77,,Olympia,8.0C,2,0.88,68.01
2019_08_08_0050,1Bk,final,38,1.12,86.21,77,,Olympia,8.0C,2,0.98,75.45
2019_08_08_0050,2Wh,final,38,1.38,106.57,77,,Olympia,8.0C,2,1.03,79.08
2019_08_08_0050,2Bk,final,38,1.3,99.96,77,,Olympia,8.0C,2,1.18,90.87
2019_08_08_0050,2Or,final,38,1.41,108.78,77,,Olympia,8.0C,2,1.07,82.39
2019_08_08_0050,1Pk,final,38,1.12,86.02,77,,Olympia,8.0C,2,0.99,75.96
2019_08_08_0050,1Wh,final,38,1.41,108.52,77,,Olympia,8.0C,2,1.21,93.05
2019_08_08_0050,3Bl,final,38,1.76,135.68,77,,Olympia,8.0C,2,1.35,104.1
2019_08_08_0050,2Gr,final,38,1.65,127.05,77,,Olympia,8.0C,2,1.15,88.19
2019_08_08_0050,1Rd,final,38,1.38,106.52,77,,Olympia,8.0C,2,0.98,75.81
2019_08_08_0050,3Pu,final,38,2.25,173.54,77,,Olympia,8.0C,2,1.9,146.52
2019_08_08_0050,2Bl,final,38,1.48,114.14,77,,Olympia,8.0C,2,1.23,94.79
2019_08_08_0050,3Gr,final,38,2.04,156.86,77,,Olympia,8.0C,2,1.9,146.66
2019_08_08_0052,1Bl,final,63,1.32,102.93,78,,Olympia,7.7C,2,0.97,75.8
2019_08_08_0052,1Gr,final,63,1.82,141.99,78,,Olympia,7.7C,2,1.16,90.52
2019_08_08_0052,1Or,final,63,1.48,115.74,78,,Olympia,7.7C,2,1.05,82.04
2019_08_08_0052,1Pu,final,63,1.44,112.33,78,,Olympia,7.7C,2,1.11,86.95
2019_08_08_0052,1Rd,final,63,1.19,93.15,78,,Olympia,7.7C,2,0.9,70.33
2019_08_08_0052,1Wh,final,63,1.03,80.08,78,,Olympia,7.7C,2,0.92,71.84
2019_08_08_0052,1Si,final,63,1.75,136.82,78,,Olympia,7.7C,2,1.55,121.26
2019_08_08_0052,2Bl,final,63,1.55,121.24,78,,Olympia,7.7C,2,1.25,97.58
2019_08_08_0052,2Gr,final,63,1.76,137.64,78,,Olympia,7.7C,2,1.65,128.76
2019_08_08_0052,2Or,final,63,1.53,119.33,78,,Olympia,7.7C,2,1.17,91.39
2019_08_08_0052,2Pu,final,63,1.47,114.73,78,,Olympia,7.7C,2,1.21,94.56
2019_08_08_0052,2Rd,final,63,1.47,114.97,78,,Olympia,7.7C,2,1.26,98.01
2019_08_08_0052,2Wh,final,63,1.3,101.32,78,,Olympia,7.7C,2,0.92,71.42
2019_08_08_0052,3Bl,final,63,1.9,148,78,,Olympia,7.7C,2,1.46,113.76
2019_08_08_0052,3Gr,final,63,2.13,166.18,78,,Olympia,7.7C,2,1.54,119.75
2019_08_08_0052,3Or,final,63,2.16,168.37,78,,Olympia,7.7C,2,1.76,137.64
2019_08_08_0052,3Pu,final,63,1.5,117.34,78,,Olympia,7.7C,2,1.23,95.63
2019_08_08_0052,3Rd,final,63,1.54,120.21,78,,Olympia,7.7C,2,1.26,97.94
2019_08_08_0052,3Si,final,63,1.78,138.6,78,,Olympia,7.7C,2,1.54,120.11
2019_08_08_0052,2Si,final,63,1.92,149.97,78,,Olympia,7.7C,2,1.52,118.53
2019_08_08_0053,1Pk,final,16,1.21,93.05,77.01,,Pacific,7.7A0.5,2,1.08,83.22
2019_08_08_0053,3Pu,final,16,1.66,127.48,77.01,,Pacific,7.7A0.5,2,1.12,86.05
2019_08_08_0053,3Gr,final,16,1.53,117.99,77.01,,Pacific,7.7A0.5,2,1.13,86.84
2019_08_08_0053,1Pu,final,16,1.31,101,77.01,,Pacific,7.7A0.5,2,1.18,90.96
2019_08_08_0053,2Pk,final,16,1.76,135.25,77.01,,Pacific,7.7A0.5,2,1.54,118.71
2019_08_08_0053,1Rd,final,16,1.14,87.46,77.01,,Pacific,7.7A0.5,2,0.75,57.43
2019_08_08_0053,1Bl,final,16,1.14,88.01,77.01,,Pacific,7.7A0.5,2,0.91,70.29
2019_08_08_0053,2Bk,final,16,1.28,98.66,77.01,,Pacific,7.7A0.5,2,1.14,87.69
2019_08_08_0053,2Wh,final,16,1.3,99.98,77.01,,Pacific,7.7A0.5,2,1.07,82.22
2019_08_08_0053,2Gr,final,16,1.48,113.86,77.01,,Pacific,7.7A0.5,2,1.13,86.68
2019_08_08_0053,2Or,final,16,1.69,130.29,77.01,,Pacific,7.7A0.5,2,1.39,107
2019_08_08_0053,2Bl,final,16,1.65,127.25,77.01,,Pacific,7.7A0.5,2,1.2,92.14
2019_08_08_0053,1Wh,final,16,1.01,77.65,77.01,,Pacific,7.7A0.5,2,0.63,48.66
2019_08_08_0053,1Bk,final,16,1.42,109.56,77.01,,Pacific,7.7A0.5,2,0.9,69.26
2019_08_08_0053,3Pk,final,16,1.69,130.38,77.01,,Pacific,7.7A0.5,2,1.12,86.16
2019_08_08_0053,1Gr,final,16,1.21,92.96,77.01,,Pacific,7.7A0.5,2,0.9,69.4
2019_08_08_0053,3Pu,final,16,1.79,137.56,77.01,,Pacific,7.7A0.5,2,1.25,96.57
2019_08_08_0053,2Rd,final,16,1.14,88.02,77.01,,Pacific,7.7A0.5,2,0.89,68.36
2019_08_08_0053,1Or,final,16,1.11,85.45,77.01,,Pacific,7.7A0.5,2,0.8,61.54
2019_08_08_0053,3Bl,final,16,1.75,134.54,77.01,,Pacific,7.7A0.5,2,0.83,64.08
2019_08_08_0055,3Gr,final,16,1.96,150.88,77.01,,Olympia,7.7A0.5,2,1.58,122
2019_08_08_0055,2Rd,final,16,1.71,131.83,77.01,,Olympia,7.7A0.5,2,1.24,95.19
2019_08_08_0055,2Or,final,16,1.54,118.26,77.01,,Olympia,7.7A0.5,2,1.17,89.99
2019_08_08_0055,2Bl,final,16,1.65,126.85,77.01,,Olympia,7.7A0.5,2,1.37,105.13
2019_08_08_0055,1Bk,final,16,1.46,112.22,77.01,,Olympia,7.7A0.5,2,0.96,74.11
2019_08_08_0055,1Or,final,16,1.47,113.03,77.01,,Olympia,7.7A0.5,2,1.12,86.15
2019_08_08_0055,3Bl,final,16,1.76,135.77,77.01,,Olympia,7.7A0.5,2,1.31,101.24
2019_08_08_0055,1Gr,final,16,1.62,124.65,77.01,,Olympia,7.7A0.5,2,1.24,95.27
2019_08_08_0055,1Pu,final,16,1.16,89.45,77.01,,Olympia,7.7A0.5,2,1.02,78.52
2019_08_08_0055,2Wh,final,16,1.9,146.01,77.01,,Olympia,7.7A0.5,2,1.55,119.28
2019_08_08_0055,2Gr,final,16,1.88,144.64,77.01,,Olympia,7.7A0.5,2,1.43,110.35
2019_08_08_0055,1Bl,final,16,1.2,92.09,77.01,,Olympia,7.7A0.5,2,0.92,71.03
2019_08_08_0055,3Pu,final,16,1.94,149.22,77.01,,Olympia,7.7A0.5,2,1.6,123.17
2019_08_08_0055,2Pu,final,16,1.51,115.97,77.01,,Olympia,7.7A0.5,2,1.14,87.73
2019_08_08_0055,3Pk,final,16,1.87,143.89,77.01,,Olympia,7.7A0.5,2,1.35,103.58
2019_08_08_0055,1Pk,final,16,1.23,94.58,77.01,,Olympia,7.7A0.5,2,0.94,72.56
2019_08_08_0055,1Wh,final,16,1.53,117.72,77.01,,Olympia,7.7A0.5,2,1.16,89.45
2019_08_08_0055,2Pk,final,16,1.65,127.42,77.01,,Olympia,7.7A0.5,2,1.15,88.32
2019_08_08_0055,1Rd,final,16,1.1,84.43,77.01,,Olympia,7.7A0.5,2,1.01,77.88
2019_08_08_0055,2Bk,final,16,1.5,115.56,77.01,,Olympia,7.7A0.5,2,1.24,95.86
2019_08_08_0056,2Pk,final,1,1.58,123,77.85714286,,Pacific,7.7A0.2,2,1.11,86.56
2019_08_08_0056,2Gr,final,1,1.78,138.44,77.85714286,,Pacific,7.7A0.2,2,1.25,97.42
2019_08_08_0056,2Pu,final,1,1.67,129.76,77.85714286,,Pacific,7.7A0.2,2,0.99,76.92
2019_08_08_0056,1Wh,final,1,1.84,143.6,77.85714286,,Pacific,7.7A0.2,2,1.21,94.05
2019_08_08_0056,3Pk,final,1,1.95,151.61,77.85714286,,Pacific,7.7A0.2,2,1.26,97.99
2019_08_08_0056,1Pk,final,1,1.99,155.21,77.85714286,,Pacific,7.7A0.2,2,1.34,104.18
2019_08_08_0056,1Or,final,1,1.8,140.17,77.85714286,,Pacific,7.7A0.2,2,1.36,105.8
2019_08_08_0056,2Bl,final,1,1.26,98.37,77.85714286,,Pacific,7.7A0.2,2,1.05,81.61
2019_08_08_0056,2Pu,final,1,1.92,149.25,77.85714286,,Pacific,7.7A0.2,2,1.52,104.96
2019_08_08_0056,1Rd,final,1,2.17,168.57,77.85714286,,Pacific,7.7A0.2,2,1.62,125.76
2019_08_08_0056,3Gr,final,1,1.51,117.42,77.85714286,,Pacific,7.7A0.2,2,1.16,90.03
2019_08_08_0056,1Pu,final,1,1.9,148.04,77.85714286,,Pacific,7.7A0.2,2,1.35,105.25
2019_08_08_0056,1Gr,final,1,1.84,143.48,77.85714286,,Pacific,7.7A0.2,2,1.24,96.62
2019_08_08_0056,2Bk,final,1,1.42,110.23,77.85714286,,Pacific,7.7A0.2,2,1.09,84.82
2019_08_08_0057,2Bl,final,1,1.15,107.56,93.57142857,,Olympia,7.7A0.2,2,0.82,77.08
2019_08_08_0057,3Pu,final,1,1.23,115.41,93.57142857,,Olympia,7.7A0.2,2,1.06,98.79
2019_08_08_0057,3Pk,final,1,1.24,115.97,93.57142857,,Olympia,7.7A0.2,2,0.98,91.29
2019_08_08_0057,2Gr,final,1,1.67,156.73,93.57142857,,Olympia,7.7A0.2,2,1.35,126.65
2019_08_08_0057,1Wh,final,1,1.72,161.03,93.57142857,,Olympia,7.7A0.2,2,1.38,128.97
2019_08_08_0057,3Rd,final,1,0.96,89.56,93.57142857,,Olympia,7.7A0.2,2,0.81,75.61
2019_08_08_0057,2Or,final,1,2.99,280.07,93.57142857,,Olympia,7.7A0.2,2,2.77,259.19
2019_08_08_0057,1Rd,final,1,1.07,100.3,93.57142857,,Olympia,7.7A0.2,2,0.86,80.01
2019_08_08_0057,2Bk,final,1,1.81,169.43,93.57142857,,Olympia,7.7A0.2,2,1.58,147.9
2019_08_08_0057,1Or,final,1,1.71,159.7,93.57142857,,Olympia,7.7A0.2,2,1.35,126.21
2019_08_08_0057,1Pk,final,1,0.83,77.47,93.57142857,,Olympia,7.7A0.2,2,0.65,61.13
2019_08_08_0057,1Pk,final,1,1.15,107.52,93.57142857,,Olympia,7.7A0.2,2,0.96,90.24
2019_08_08_0057,1Bl,final,1,1.06,99.12,93.57142857,,Olympia,7.7A0.2,2,0.8,74.86
2019_08_08_0057,2Wh,final,1,1.59,148.98,93.57142857,,Olympia,7.7A0.2,2,1.13,105.76
2019_08_08_0057,3Bl,final,1,1.22,114.08,93.57142857,,Olympia,7.7A0.2,2,0.92,86.36
2019_08_08_0057,1Pu,final,1,1.8,168.66,93.57142857,,Olympia,7.7A0.2,2,1.35,126.74
2019_08_08_0057,2Pu,final,1,1.65,154.82,93.57142857,,Olympia,7.7A0.2,2,1.22,113.77
2019_08_08_0057,1Bk,final,1,1.13,106.08,93.57142857,,Olympia,7.7A0.2,2,0.96,89.37
2019_08_08_0057,1Gr,final,1,1.74,162.36,93.57142857,,Olympia,7.7A0.2,2,1.56,145.91
2019_08_08_0057,3Gr,final,1,1.41,131.97,93.57142857,,Olympia,7.7A0.2,2,1.13,105.49
2019_08_08_0058,1Pu,final,25,1.05,83.24,79.39393939,,Pacific,8.0A0.2,2,0.97,76.69
2019_08_08_0058,1Gr,final,25,0.8,63.32,79.39393939,,Pacific,8.0A0.2,2,0.65,51.55
2019_08_08_0058,1Rd,final,25,1.31,103.81,79.39393939,,Pacific,8.0A0.2,2,0.87,68.96
2019_08_08_0058,1Wh,final,25,0.82,65.3,79.39393939,,Pacific,8.0A0.2,2,0.6,47.42
2019_08_08_0058,3Bl,final,25,1.49,118.21,79.39393939,,Pacific,8.0A0.2,2,1.12,89
2019_08_08_0058,3Gr,final,25,2.12,168.11,79.39393939,,Pacific,8.0A0.2,2,1.28,101.6
2019_08_08_0058,2Bk,final,25,1.56,124.17,79.39393939,,Pacific,8.0A0.2,2,1.29,102.08
2019_08_08_0058,2Wh,final,25,1.29,102.7,79.39393939,,Pacific,8.0A0.2,2,1.02,81.1
2019_08_08_0058,2Pu,final,25,1.45,115.12,79.39393939,,Pacific,8.0A0.2,2,1.13,90.09
2019_08_08_0058,2Gr,final,25,1.14,90.8,79.39393939,,Pacific,8.0A0.2,2,0.83,65.62
2019_08_08_0058,1Or,final,25,1.37,108.85,79.39393939,,Pacific,8.0A0.2,2,0.98,77.42
2019_08_08_0058,2Pk,final,25,1.46,116.3,79.39393939,,Pacific,8.0A0.2,2,1.07,85.09
2019_08_08_0058,2Rd,final,25,1.67,132.92,79.39393939,,Pacific,8.0A0.2,2,1.1,87.42
2019_08_08_0058,3Pk,final,25,1.46,116.21,79.39393939,,Pacific,8.0A0.2,2,1.03,82.01
2019_08_08_0058,1Pk,final,25,0.85,67.19,79.39393939,,Pacific,8.0A0.2,2,0.65,51.42
2019_08_08_0058,2Or,final,25,1.49,118.21,79.39393939,,Pacific,8.0A0.2,2,0.98,77.94
2019_08_08_0058,3Pu,final,25,1.86,147.49,79.39393939,,Pacific,8.0A0.2,2,1.28,102
2019_08_08_0058,1Bk,final,25,1.42,112.38,79.39393939,,Pacific,8.0A0.2,2,0.93,73.98
